name,bh_ra,bh_dec,vvv_ra,vvv_dec,sep_arcsec,ks1_mag,ks1_mag_err,ks2_mag,ks2_mag_err,best_mag_for_ranking
SAX J1819.3-2525 V4641 Sgr,274.8399166666666,-25.406972222222223,274.8441635341785,-25.402400379449322,21.485139121868546,10.432143,0.0009957836,9.978119,0.0008346518,10.205131
XTE J1550-564 V381 Nor,237.74458333333334,-56.476444444444446,237.75489060846604,-56.4708857557154,28.643948425868683,11.469469,0.0012084941,12.020756,0.0017106415,11.745112500000001
